Start,End,Strand,Gene_ID,Gene_Name
1186824,1186903,-,upstream_Rv1064c,upstream_lpqV
1186904,1187323,-,Rv1064c,lpqV
1187324,1187434,+,upstream_Rv1065,upstream_Rv1065
1187435,1188001,+,Rv1065,Rv1065
1187998,1188393,+,Rv1066,Rv1066
1188394,1188420,-,upstream_Rv1067c,upstream_PE_PGRS19
1188421,1190424,-,Rv1067c,PE_PGRS19
1190425,1190756,-,upstream_Rv1068c,upstream_PE_PGRS20
1190757,1192148,-,Rv1068c,PE_PGRS20
1192149,1192509,-,upstream_Rv1069c,upstream_Rv1069c
1192510,1194273,-,Rv1069c,Rv1069c
1194270,1195043,-,Rv1070c,echA8
1195044,1195054,-,upstream_Rv1071c,upstream_echA9
1195055,1196092,-,Rv1071c,echA9
1196093,1196278,+,upstream_Rv1072,upstream_Rv1072
1196279,1197115,+,Rv1072,Rv1072
1197116,1197230,+,upstream_Rv1073,upstream_Rv1073
1197231,1198082,+,Rv1073,Rv1073
1198083,1198155,-,upstream_Rv1074c,upstream_fadA3
1198156,1199373,-,Rv1074c,fadA3
1199374,1199425,-,upstream_Rv1075c,upstream_Rv1075c
1199426,1200370,-,Rv1075c,Rv1075c
1200371,1200766,+,upstream_Rv1076,upstream_lipU
1200767,1201660,+,Rv1076,lipU
1201661,1201716,+,upstream_Rv1077,upstream_cbs
1201717,1203111,+,Rv1077,cbs
1203112,1203312,+,upstream_Rv1078,upstream_Rv1078
1203313,1204035,+,Rv1078,Rv1078
1204036,1204066,+,upstream_Rv1079,upstream_metB
1204067,1205233,+,Rv1079,metB
1205234,1205303,-,upstream_Rv1080c,upstream_greA
1205304,1205798,-,Rv1080c,greA
1205799,1205983,-,upstream_Rv1081c,upstream_Rv1081c
1205984,1206418,-,Rv1081c,Rv1081c
1206419,1206519,+,upstream_Rv1082,upstream_mca
1206520,1207386,+,Rv1082,mca
1207383,1207649,+,Rv1083,Rv1083
1207636,1209657,+,Rv1084,Rv1084
1209658,1209755,-,upstream_Rv1085c,upstream_Rv1085c
1209756,1210484,-,Rv1085c,Rv1085c
1210485,1210594,+,upstream_Rv1086,upstream_Rv1086
1210595,1211383,+,Rv1086,Rv1086
1211384,1211559,+,upstream_Rv1087,upstream_PE_PGRS21
1211560,1213863,+,Rv1087,PE_PGRS21
1213864,1214512,+,upstream_Rv1088,upstream_PE9
1214513,1214947,+,Rv1088,PE9
1214948,1215224,+,upstream_Rv1088a,upstream_Rv1088a
1215225,1215407,+,Rv1088a,Rv1088a
1215408,1216468,+,upstream_Rv1091,upstream_PE_PGRS22
1216469,1219030,+,Rv1091,PE_PGRS22
1219031,1219247,-,upstream_Rv1092c,upstream_coaA
1219248,1220186,-,Rv1092c,coaA
1220187,1220387,-,upstream_RVnc0034,upstream_MTS0858
1220388,1220487,-,RVnc0034,MTS0858
1220488,1220573,+,upstream_Rv1093,upstream_glyA1
1220574,1221854,+,Rv1093,glyA1
1221855,1221958,+,upstream_Rv1094,upstream_desA2
1221959,1222786,+,Rv1094,desA2
1222787,1222996,+,upstream_Rv1095,upstream_phoH2
1222997,1224298,+,Rv1095,phoH2
1224299,1224384,+,upstream_Rv1096,upstream_Rv1096
1224385,1225260,+,Rv1096,Rv1096
1225261,1225262,-,upstream_Rv1097c,upstream_Rv1097c
1225263,1226144,-,Rv1097c,Rv1097c
1226141,1227565,-,Rv1098c,fum
1227566,1227595,-,upstream_Rv1099c,upstream_glpX
1227596,1228684,-,Rv1099c,glpX
1228683,1229384,+,Rv1100,Rv1100
1228685,1228682,+,upstream_Rv1100,upstream_Rv1100
1229385,1229390,-,upstream_Rv1101c,upstream_Rv1101c
1229391,1230548,-,Rv1101c,Rv1101c
1230549,1230659,-,upstream_Rv1102c,upstream_mazF3
1230660,1230971,-,Rv1102c,mazF3
1230971,1231291,-,Rv1103c,mazE3
1230972,1230970,-,upstream_Rv1103c,upstream_mazE3
1231292,1232843,-,upstream_Rv1106c,upstream_Rv1106c
1232844,1233956,-,Rv1106c,Rv1106c
1233957,1233965,-,upstream_Rv1107c,upstream_xseB
1233966,1234223,-,Rv1107c,xseB
1234213,1235460,-,Rv1108c,xseA
1235457,1236095,-,Rv1109c,Rv1109c
1236096,1236184,+,upstream_Rv1110,upstream_lytB2
1236185,1237192,+,Rv1110,lytB2
1237193,1237208,-,upstream_Rv1111c,upstream_Rv1111c
1237209,1238192,-,Rv1111c,Rv1111c
1238193,1238254,+,upstream_Rv1112,upstream_Rv1112
1238255,1239328,+,Rv1112,Rv1112
1239329,1239415,+,upstream_Rv1113,upstream_vapB32
1239416,1239613,+,Rv1113,vapB32
1239610,1239984,+,Rv1114,vapC32
1239985,1240186,+,upstream_Rv1115,upstream_Rv1115
1240187,1240885,+,Rv1115,Rv1115
1240886,1241002,+,upstream_Rv1116,upstream_Rv1116
1241003,1241188,+,Rv1116,Rv1116
1241189,1241632,+,upstream_Rv1117,upstream_Rv1117
1241633,1241956,+,Rv1117,Rv1117
1241957,1241970,-,upstream_Rv1118c,upstream_Rv1118c
1241971,1242831,-,Rv1118c,Rv1118c
1242832,1242863,-,upstream_Rv1119c,upstream_Rv1119c
1242864,1243013,-,Rv1119c,Rv1119c
1243010,1243504,-,Rv1120c,Rv1120c
1243505,1243706,+,upstream_Rv1121,upstream_zwf1
1243707,1245107,+,Rv1121,zwf1
1245108,1245128,+,upstream_Rv1122,upstream_gnd2
1245129,1246151,+,Rv1122,gnd2
1246144,1247052,-,Rv1123c,bpoB
1247053,1247126,+,upstream_Rv1124,upstream_ephC
1247127,1248077,+,Rv1124,ephC
1248078,1248081,+,upstream_Rv1125,upstream_Rv1125
1248082,1249326,+,Rv1125,Rv1125
1249327,1249329,-,upstream_Rv1126c,upstream_Rv1126c
1249330,1249935,-,Rv1126c,Rv1126c
1249932,1251404,-,Rv1127c,ppdK
1251405,1251616,-,upstream_Rv1128c,upstream_Rv1128c
1251617,1252972,-,Rv1128c,Rv1128c
1252973,1253073,-,upstream_Rv1129c,upstream_Rv1129c
1253074,1254534,-,Rv1129c,Rv1129c
1254535,1254554,+,upstream_Rv1130,upstream_prpD
1254555,1256135,+,Rv1130,prpD
1256132,1257313,+,Rv1131,prpC
1257314,1257324,+,upstream_Rv1132,upstream_Rv1132
1257325,1259055,+,Rv1132,Rv1132
1259056,1259066,-,upstream_Rv1133c,upstream_metE
1259067,1261346,-,Rv1133c,metE
1261347,1261921,+,upstream_Rv1134,upstream_Rv1134
1261922,1262158,+,Rv1134,Rv1134
1262159,1262271,-,upstream_Rv1135c,upstream_PPE16
1262272,1264128,-,Rv1135c,PPE16
1264129,1265033,+,upstream_Rv1138a,upstream_Rv1138a
1265034,1265438,+,Rv1138a,Rv1138a
1265439,1265471,-,upstream_Rv1138c,upstream_Rv1138c
1265472,1266488,-,Rv1138c,Rv1138c
1266485,1266985,-,Rv1139c,Rv1139c
1266986,1267346,+,upstream_Rv1140,upstream_Rv1140
1267347,1268195,+,Rv1140,Rv1140
1268196,1268202,-,upstream_Rv1141c,upstream_echA11
1268203,1269009,-,Rv1141c,echA11
1269010,1269151,-,upstream_Rv1142c,upstream_echA10
1269152,1269958,-,Rv1142c,echA10
1269959,1270061,+,upstream_Rv1143,upstream_mcr
1270062,1271144,+,Rv1143,mcr
1271145,1271155,+,upstream_Rv1144,upstream_Rv1144
1271156,1271908,+,Rv1144,Rv1144
1271909,1272422,+,upstream_Rv1145,upstream_Rv1145
1272423,1273334,+,Rv1145,Rv1145
1273335,1273354,+,upstream_Rv1146,upstream_Rv1146
1273355,1274767,+,Rv1146,Rv1146
1274768,1274899,+,upstream_Rv1147,upstream_Rv1147
1274900,1275550,+,Rv1147,Rv1147
1275551,1276299,-,upstream_Rv1148c,upstream_Rv1148c
1276300,1277748,-,Rv1148c,Rv1148c
1277749,1277892,+,upstream_Rv1149,upstream_Rv1149
1277893,1278300,+,Rv1149,Rv1149
1278301,1278903,-,upstream_Rv1151c,upstream_Rv1151c
1278904,1279617,-,Rv1151c,Rv1151c
1279618,1279654,+,upstream_Rv1152,upstream_Rv1152
1279655,1280020,+,Rv1152,Rv1152
1279998,1280846,-,Rv1153c,omt
1280843,1281484,-,Rv1154c,Rv1154c
1281429,1281872,+,Rv1155,Rv1155
1281873,1282029,+,upstream_Rv1155a,upstream_Rv1155a
1282030,1282218,+,Rv1155a,Rv1155a
1282219,1282305,+,upstream_Rv1156,upstream_Rv1156
1282306,1282893,+,Rv1156,Rv1156
1282894,1283055,-,upstream_Rv1157c,upstream_Rv1157c
1283056,1284171,-,Rv1157c,Rv1157c
1283693,1283815,+,RVnc0012,mcr10
1283816,1284178,-,upstream_Rv1158c,upstream_Rv1158c
1284179,1284862,-,Rv1158c,Rv1158c
1284863,1284991,+,upstream_Rv1159,upstream_pimE
1284992,1286287,+,Rv1159,pimE
1286284,1286568,-,Rv1159A,Rv1159A
1286569,1286594,+,upstream_Rv1160,upstream_mutT2
1286595,1287020,+,Rv1160,mutT2
1287021,1287327,+,upstream_Rv1161,upstream_narG
1287328,1291026,+,Rv1161,narG
1291027,1291064,+,upstream_Rv1162,upstream_narH
1291065,1292741,+,Rv1162,narH
1292742,1292797,+,upstream_Rv1163,upstream_narJ
1292798,1293403,+,Rv1163,narJ
1293404,1293405,+,upstream_Rv1164,upstream_narI
1293406,1294146,+,Rv1164,narI
1294147,1294167,+,upstream_Rv1165,upstream_typA
1294168,1296054,+,Rv1165,typA
1296055,1296151,+,upstream_Rv1166,upstream_lpqW
1296152,1298059,+,Rv1166,lpqW
1298060,1298086,-,upstream_Rv1167c,upstream_Rv1167c
1298087,1298692,-,Rv1167c,Rv1167c
1298693,1298763,-,upstream_Rv1168c,upstream_PPE17
1298764,1299804,-,Rv1168c,PPE17
1299805,1299821,-,upstream_Rv1169c,upstream_lipX
1299822,1300124,-,Rv1169c,lipX
1300125,1300303,+,upstream_Rv1170,upstream_mshB
1300304,1301215,+,Rv1170,mshB
1301216,1301306,+,upstream_Rv1171,upstream_Rv1171
1301307,1301747,+,Rv1171,Rv1171
1301748,1301754,-,upstream_Rv1172c,upstream_PE12
1301755,1302681,-,Rv1172c,PE12
1302682,1302930,+,upstream_Rv1173,upstream_fbiC
1302931,1305501,+,Rv1173,fbiC
1305502,1305668,-,upstream_Rv1174c,upstream_TB8.4
1305669,1306001,-,Rv1174c,TB8.4
1306002,1306201,-,upstream_Rv1175c,upstream_fadH
1306202,1308226,-,Rv1175c,fadH
1308223,1308792,-,Rv1176c,Rv1176c
1308793,1309004,+,upstream_Rv1177,upstream_fdxC
1309005,1309331,+,Rv1177,fdxC
1309332,1309363,+,upstream_Rv1178,upstream_Rv1178
1309364,1310452,+,Rv1178,Rv1178
1310453,1310479,-,upstream_Rv1179c,upstream_Rv1179c
1310480,1313299,-,Rv1179c,Rv1179c
1313300,1313724,+,upstream_Rv1180,upstream_pks3
1313725,1315191,+,Rv1180,pks3
1315192,1315233,+,upstream_Rv1181,upstream_pks4
1315234,1319982,+,Rv1181,pks4
1319983,1320034,+,upstream_Rv1182,upstream_papA3
1320035,1321453,+,Rv1182,papA3
1321454,1321519,+,upstream_Rv1183,upstream_mmpL10
1321520,1324528,+,Rv1183,mmpL10
1324529,1324531,-,upstream_Rv1184c,upstream_Rv1184c
1324532,1325611,-,Rv1184c,Rv1184c
1325612,1325775,-,upstream_Rv1185c,upstream_fadD21
1325776,1327512,-,Rv1185c,fadD21
1327513,1327688,-,upstream_Rv1186c,upstream_Rv1186c
1327689,1329305,-,Rv1186c,Rv1186c
1329306,1329389,+,upstream_Rv1187,upstream_rocA
1329390,1331021,+,Rv1187,rocA
1331021,1332010,+,Rv1188,Rv1188
1331022,1331020,+,upstream_Rv1188,upstream_Rv1188
1332011,1332091,+,upstream_Rv1189,upstream_sigI
1332092,1332964,+,Rv1189,sigI
1332965,1332979,+,upstream_Rv1190,upstream_Rv1190
1332980,1333858,+,Rv1190,Rv1190
1333859,1333930,+,upstream_Rv1191,upstream_Rv1191
1333931,1334845,+,Rv1191,Rv1191
1334846,1334926,+,upstream_Rv1192,upstream_Rv1192
1334927,1335754,+,Rv1192,Rv1192
1335755,1335793,+,upstream_Rv1193,upstream_fadD36
1335794,1337215,+,Rv1193,fadD36
1337216,1337247,-,upstream_Rv1194c,upstream_Rv1194c
1337248,1338513,-,Rv1194c,Rv1194c
1338514,1339002,+,upstream_Rv1195,upstream_PE13
1339003,1339302,+,Rv1195,PE13
1339303,1339348,+,upstream_Rv1196,upstream_PPE18
1339349,1340524,+,Rv1196,PPE18
1340525,1340658,+,upstream_Rv1197,upstream_esxK
1340659,1340955,+,Rv1197,esxK
1340956,1341005,+,upstream_Rv1198,upstream_esxL
1341006,1341290,+,Rv1198,esxL
1341291,1341357,-,upstream_Rv1199c,upstream_Rv1199c
1341358,1342605,-,Rv1199c,Rv1199c
1342606,1342941,+,upstream_Rv1200,upstream_Rv1200
1342942,1344219,+,Rv1200,Rv1200
1344216,1345169,-,Rv1201c,dapD
1345170,1345259,+,upstream_Rv1202,upstream_dapE
1345260,1346324,+,Rv1202,dapE
1346321,1346905,-,Rv1203c,Rv1203c
1346906,1346935,-,upstream_Rv1204c,upstream_Rv1204c
1346936,1348624,-,Rv1204c,Rv1204c
1348625,1348718,+,upstream_Rv1205,upstream_Rv1205
1348719,1349282,+,Rv1205,Rv1205
1349283,1349331,+,upstream_Rv1206,upstream_fadD6
1349332,1351125,+,Rv1206,fadD6
1351126,1351190,+,upstream_Rv1207,upstream_folP2
1351191,1352147,+,Rv1207,folP2
1352144,1353118,+,Rv1208,gpgS
1353119,1353156,+,upstream_Rv1209,upstream_Rv1209
1353157,1353525,+,Rv1209,Rv1209
1353522,1354136,+,Rv1210,tagA
1354137,1354242,+,upstream_Rv1211,upstream_Rv1211
1354243,1354470,+,Rv1211,Rv1211
1354471,1354497,-,upstream_Rv1212c,upstream_glgA
1354498,1355661,-,Rv1212c,glgA
1355662,1355835,+,upstream_Rv1213,upstream_glgC
1355836,1357050,+,Rv1213,glgC
1357051,1357292,-,upstream_Rv1214c,upstream_PE14
1357293,1357625,-,Rv1214c,PE14
1357626,1357758,-,upstream_Rv1215c,upstream_Rv1215c
1357759,1359444,-,Rv1215c,Rv1215c
1359445,1359471,-,upstream_Rv1216c,upstream_Rv1216c
1359472,1360146,-,Rv1216c,Rv1216c
1360147,1360154,-,upstream_Rv1217c,upstream_Rv1217c
1360155,1361801,-,Rv1217c,Rv1217c
1361798,1362733,-,Rv1218c,Rv1218c
1362723,1363361,-,Rv1219c,Rv1219c
1363362,1363502,-,upstream_Rv1220c,upstream_Rv1220c
1363503,1364150,-,Rv1220c,Rv1220c
1364151,1364412,+,upstream_Rv1221,upstream_sigE
1364413,1365186,+,Rv1221,sigE
1365187,1365343,+,upstream_Rv1222,upstream_rseA
1365344,1365808,+,Rv1222,rseA
1365809,1365874,+,upstream_Rv1223,upstream_htrA
1365875,1367461,+,Rv1223,htrA
1367462,1367462,+,upstream_Rv1224,upstream_tatB
1367463,1367858,+,Rv1224,tatB
1367859,1367890,-,upstream_Rv1225c,upstream_Rv1225c
1367891,1368721,-,Rv1225c,Rv1225c
1368722,1368831,-,upstream_Rv1226c,upstream_Rv1226c
1368832,1370295,-,Rv1226c,Rv1226c
1370292,1370825,-,Rv1227c,Rv1227c
1370826,1370919,+,upstream_Rv1228,upstream_lpqX
1370920,1371477,+,Rv1228,lpqX
1371478,1371528,+,upstream_Rv1228a,upstream_Rv1228a
1371529,1371702,+,Rv1228a,Rv1228a
1371703,1371776,-,upstream_Rv1229c,upstream_mrp
1371777,1372949,-,Rv1229c,mrp
1372950,1372961,-,upstream_Rv1230c,upstream_Rv1230c
1372962,1374197,-,Rv1230c,Rv1230c
1374198,1374321,-,upstream_Rv1231c,upstream_Rv1231c
1374322,1374864,-,Rv1231c,Rv1231c
1374861,1376168,-,Rv1232c,Rv1232c
1376169,1376229,-,upstream_Rv1233c,upstream_Rv1233c
1376230,1376826,-,Rv1233c,Rv1233c
1376827,1376975,+,upstream_Rv1234,upstream_Rv1234
1376976,1377503,+,Rv1234,Rv1234
1377504,1377523,+,upstream_Rv1235,upstream_lpqY
1377524,1378930,+,Rv1235,lpqY
1378927,1379850,+,Rv1236,sugA
1379851,1379854,+,upstream_Rv1237,upstream_sugB
1379855,1380679,+,Rv1237,sugB
1380680,1380683,+,upstream_Rv1238,upstream_sugC
1380684,1381865,+,Rv1238,sugC
1381866,1381941,-,upstream_Rv1239c,upstream_corA
1381942,1383042,-,Rv1239c,corA
1383043,1383212,+,upstream_Rv1240,upstream_mdh
1383213,1384202,+,Rv1240,mdh
1384203,1384277,+,upstream_Rv1241,upstream_vapB33
1384278,1384538,+,Rv1241,vapB33
1384535,1384966,+,Rv1242,vapC33
1384967,1384988,-,upstream_Rv1243c,upstream_PE_PGRS23
1384989,1386677,-,Rv1243c,PE_PGRS23
1386678,1386856,+,upstream_Rv1244,upstream_lpqZ
1386857,1387717,+,Rv1244,lpqZ
1387718,1387797,-,upstream_Rv1245c,upstream_Rv1245c
1387798,1388628,-,Rv1245c,Rv1245c
1388629,1388684,-,upstream_Rv1246c,upstream_relE
1388685,1388978,-,Rv1246c,relE
1388975,1389244,-,Rv1247c,relB
1389245,1389356,-,upstream_Rv1248c,upstream_Rv1248c
1389357,1393052,-,Rv1248c,Rv1248c
1393053,1393193,-,upstream_Rv1249c,upstream_Rv1249c
1393194,1393982,-,Rv1249c,Rv1249c
1393983,1394178,+,upstream_Rv1250,upstream_Rv1250
1394179,1395918,+,Rv1250,Rv1250
1395821,1399240,-,Rv1251c,Rv1251c
1399241,1399295,-,upstream_Rv1252c,upstream_lprE
1399296,1399904,-,Rv1252c,lprE
1399905,1399969,+,upstream_Rv1253,upstream_deaD
1399970,1401661,+,Rv1253,deaD
1401658,1402809,+,Rv1254,Rv1254
1402778,1403386,-,Rv1255c,Rv1255c
1403386,1404603,-,Rv1256c,cyp130
1403387,1403385,-,upstream_Rv1256c,upstream_cyp130
1404604,1404716,-,upstream_Rv1257c,upstream_Rv1257c
1404717,1406084,-,Rv1257c,Rv1257c
1406081,1407340,-,Rv1258c,Rv1258c
1407339,1408238,+,Rv1259,udgB
1407341,1407338,+,upstream_Rv1259,upstream_udgB
1408239,1408239,+,upstream_Rv1260,upstream_Rv1260
1408240,1409358,+,Rv1260,Rv1260
1409359,1409483,-,upstream_Rv1261c,upstream_Rv1261c
1409484,1409933,-,Rv1261c,Rv1261c
1409934,1409937,-,upstream_Rv1262c,upstream_Rv1262c
1409938,1410372,-,Rv1262c,Rv1262c
1410373,1410430,+,upstream_Rv1263,upstream_amiB2
1410431,1411819,+,Rv1263,amiB2
1411820,1411893,+,upstream_Rv1264,upstream_Rv1264
1411894,1413087,+,Rv1264,Rv1264
1413088,1413093,-,upstream_RVnc0013,upstream_mcr11
1413094,1413224,-,RVnc0013,mcr11
1413225,1413259,+,upstream_Rv1265,upstream_Rv1265
1413260,1413940,+,Rv1265,Rv1265
1413941,1413959,-,upstream_Rv1266c,upstream_pknH
1413960,1415840,-,Rv1266c,pknH
1415841,1416180,-,upstream_Rv1267c,upstream_embR
1416181,1417347,-,Rv1267c,embR
1417348,1417657,-,upstream_Rv1268c,upstream_Rv1268c
1417658,1418356,-,Rv1268c,Rv1268c
1418357,1418578,-,upstream_Rv1269c,upstream_Rv1269c
1418579,1418953,-,Rv1269c,Rv1269c
1418954,1419013,-,upstream_Rv1270c,upstream_lprA
1419014,1419748,-,Rv1270c,lprA
1419749,1419960,-,upstream_Rv1271c,upstream_Rv1271c
1419961,1420302,-,Rv1271c,Rv1271c
1420303,1420409,-,upstream_Rv1272c,upstream_Rv1272c
1420410,1422305,-,Rv1272c,Rv1272c
1422302,1424050,-,Rv1273c,Rv1273c
1424051,1424196,+,upstream_Rv1274,upstream_lprB
1424197,1424754,+,Rv1274,lprB
1424751,1425293,+,Rv1275,lprC
1425294,1425437,-,upstream_Rv1276c,upstream_Rv1276c
1425438,1425914,-,Rv1276c,Rv1276c
1425915,1426163,+,upstream_Rv1277,upstream_Rv1277
1426164,1427417,+,Rv1277,Rv1277
1427414,1430041,+,Rv1278,Rv1278
1430042,1430061,+,upstream_Rv1279,upstream_Rv1279
1430062,1431648,+,Rv1279,Rv1279
1431649,1431664,-,upstream_Rv1280c,upstream_oppA
1431665,1433440,-,Rv1280c,oppA
1433433,1435271,-,Rv1281c,oppD
1435268,1436143,-,Rv1282c,oppC
1436140,1437117,-,Rv1283c,oppB
1437118,1437323,+,upstream_Rv1284,upstream_canA
1437324,1437815,+,Rv1284,canA
1437816,1437908,+,upstream_Rv1285,upstream_cysD
1437909,1438907,+,Rv1285,cysD
1438907,1440751,+,Rv1286,Rv1286
1438908,1438906,+,upstream_Rv1286,upstream_Rv1286
1440752,1440804,+,upstream_Rv1287,upstream_Rv1287
1440805,1441290,+,Rv1287,Rv1287
1441291,1441347,+,upstream_Rv1288,upstream_Rv1288
1441348,1442718,+,Rv1288,Rv1288
1442719,1442766,+,upstream_Rv1289,upstream_Rv1289
1442767,1443399,+,Rv1289,Rv1289
1443400,1443481,-,upstream_Rv1290c,upstream_Rv1290c
1443482,1445047,-,Rv1290c,Rv1290c
1445048,1445057,+,upstream_Rv1290A,upstream_Rv1290A
1445058,1445372,+,Rv1290A,Rv1290A
1445373,1445498,-,upstream_Rv1291c,upstream_Rv1291c
1445499,1445834,-,Rv1291c,Rv1291c
1445835,1446192,-,upstream_Rvnt18,upstream_argV
1446193,1446265,-,Rvnt18,argV
1446266,1446378,+,upstream_Rv1292,upstream_argS
1446379,1448031,+,Rv1292,argS
1448028,1449371,+,Rv1293,lysA
1449372,1449374,+,upstream_Rv1294,upstream_thrA
1449375,1450700,+,Rv1294,thrA
1450697,1451779,+,Rv1295,thrC
1451780,1451996,+,upstream_Rv1296,upstream_thrB
1451997,1452947,+,Rv1296,thrB
1452948,1453203,+,upstream_Rv1297,upstream_rho
1453204,1455012,+,Rv1297,rho
1455013,1455162,+,upstream_Rv1298,upstream_rpmE
1455163,1455405,+,Rv1298,rpmE
1455406,1455494,+,upstream_Rv1299,upstream_prfA
1455495,1456568,+,Rv1299,prfA
1456565,1457542,+,Rv1300,hemK
1457543,1457557,+,upstream_Rv1301,upstream_Rv1301
1457558,1458211,+,Rv1301,Rv1301
1458212,1458294,+,upstream_Rv1302,upstream_rfe
1458295,1459509,+,Rv1302,rfe
1459510,1459765,+,upstream_Rv1303,upstream_Rv1303
1459766,1460251,+,Rv1303,Rv1303
1460244,1460996,+,Rv1304,atpB
1460997,1461044,+,upstream_Rv1305,upstream_atpE
1461045,1461290,+,Rv1305,atpE
1461291,1461320,+,upstream_Rv1306,upstream_atpF
1461321,1461836,+,Rv1306,atpF
1461837,1461842,+,upstream_Rv1307,upstream_atpH
1461843,1463183,+,Rv1307,atpH
1463184,1463227,+,upstream_Rv1308,upstream_atpA
1463228,1464877,+,Rv1308,atpA
1464878,1464883,+,upstream_Rv1309,upstream_atpG
1464884,1465801,+,Rv1309,atpG
1465802,1465840,+,upstream_Rv1310,upstream_atpD
1465841,1467301,+,Rv1310,atpD
1467302,1467314,+,upstream_Rv1311,upstream_atpC
1467315,1467680,+,Rv1311,atpC
1467681,1467687,+,upstream_Rv1312,upstream_Rv1312
1467688,1468131,+,Rv1312,Rv1312
1468132,1468170,-,upstream_Rv1313c,upstream_Rv1313c
1468171,1469505,-,Rv1313c,Rv1313c
1469506,1469670,-,upstream_Rv1314c,upstream_Rv1314c
1469671,1470252,-,Rv1314c,Rv1314c
1470253,1470320,+,upstream_Rv1315,upstream_murA
1470321,1471577,+,Rv1315,murA
1471578,1471618,+,upstream_RVnc0021,upstream_mcr3
1471619,1471742,+,RVnc0021,mcr3
1471743,1471845,+,upstream_Rvnr01,upstream_rrs
1471846,1473382,+,Rvnr01,rrs
1473383,1473657,+,upstream_Rvnr02,upstream_rrl
1473658,1476795,+,Rvnr02,rrl
1476796,1476898,+,upstream_Rvnr03,upstream_rrf
1476899,1477013,+,Rvnr03,rrf
1477014,1477133,-,upstream_Rv1316c,upstream_ogt
1477134,1477631,-,Rv1316c,ogt
1477628,1479118,-,Rv1317c,alkA
1479119,1479198,-,upstream_Rv1318c,upstream_Rv1318c
1479199,1480824,-,Rv1318c,Rv1318c
1480825,1480893,-,upstream_Rv1319c,upstream_Rv1319c
1480894,1482501,-,Rv1319c,Rv1319c
1482502,1482513,-,upstream_Rv1320c,upstream_Rv1320c
1482514,1484217,-,Rv1320c,Rv1320c
1484218,1484278,+,upstream_Rv1321,upstream_Rv1321
1484279,1484959,+,Rv1321,Rv1321
1484960,1484981,+,upstream_Rv1322,upstream_Rv1322
1484982,1485278,+,Rv1322,Rv1322
1485279,1485312,-,upstream_Rv1322A,upstream_Rv1322A
1485313,1485771,-,Rv1322A,Rv1322A
1485772,1485861,+,upstream_Rv1323,upstream_fadA4
1485862,1487031,+,Rv1323,fadA4
1487032,1487160,+,upstream_Rv1324,upstream_Rv1324
1487161,1488075,+,Rv1324,Rv1324
1488076,1488153,-,upstream_Rv1325c,upstream_PE_PGRS24
1488154,1489965,-,Rv1325c,PE_PGRS24
1489966,1490116,-,upstream_Rv1326c,upstream_glgB
1490117,1492312,-,Rv1326c,glgB
1492313,1492319,-,upstream_Rv1327c,upstream_glgE
1492320,1494425,-,Rv1327c,glgE
1494426,1494563,+,upstream_Rv1328,upstream_glgP
1494564,1497155,+,Rv1328,glgP
1497156,1497194,-,upstream_Rv1329c,upstream_dinG
1497195,1499189,-,Rv1329c,dinG
1499190,1499212,-,upstream_Rv1330c,upstream_pncB1
1499213,1500559,-,Rv1330c,pncB1
1500560,1500660,+,upstream_Rv1331,upstream_Rv1331
1500661,1500966,+,Rv1331,Rv1331
1500926,1501582,+,Rv1332,Rv1332
1501583,1501598,+,upstream_Rv1333,upstream_Rv1333
1501599,1502633,+,Rv1333,Rv1333
1502634,1502640,+,upstream_Rv1334,upstream_mec
1502641,1503081,+,Rv1334,mec
1503082,1503102,+,upstream_Rv1335,upstream_cysO
1503103,1503384,+,Rv1335,cysO
1503385,1503393,+,upstream_Rv1336,upstream_cysM
1503394,1504365,+,Rv1336,cysM
1504356,1505078,+,Rv1337,Rv1337
1505075,1505890,+,Rv1338,murI
1505891,1505916,+,upstream_Rv1339,upstream_Rv1339
1505917,1506738,+,Rv1339,Rv1339
1506739,1506754,+,upstream_Rv1340,upstream_rphA
1506755,1507534,+,Rv1340,rphA
1507535,1507572,+,upstream_Rv1341,upstream_Rv1341
1507573,1508187,+,Rv1341,Rv1341
1508184,1508546,-,Rv1342c,Rv1342c
1508543,1508923,-,Rv1343c,lprD
1508924,1508967,+,upstream_Rv1344,upstream_mbtL
1508968,1509288,+,Rv1344,mbtL
1509281,1510846,+,Rv1345,mbtM
1510846,1512006,+,Rv1346,mbtN
1510847,1510845,+,upstream_Rv1346,upstream_mbtN
1511973,1512605,-,Rv1347c,mbtK
1512606,1512727,+,upstream_Rvnt19,upstream_leuW
1512728,1512811,+,Rvnt19,leuW
1512812,1513046,+,upstream_Rv1348,upstream_irtA
1513047,1515626,+,Rv1348,irtA
1515623,1517362,+,Rv1349,irtB
1517363,1517490,+,upstream_Rv1350,upstream_fabG2
1517491,1518234,+,Rv1350,fabG2
1518231,1518560,+,Rv1351,Rv1351
1518561,1518762,+,upstream_Rv1352,upstream_Rv1352
1518763,1519134,+,Rv1352,Rv1352
1519135,1519199,-,upstream_Rv1353c,upstream_Rv1353c
1519200,1519985,-,Rv1353c,Rv1353c
1519986,1520004,-,upstream_Rv1354c,upstream_Rv1354c
1520005,1521876,-,Rv1354c,Rv1354c
1521877,1521884,-,upstream_Rv1355c,upstream_moeY
1521885,1524032,-,Rv1355c,moeY
1524029,1524820,-,Rv1356c,Rv1356c
